"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","GDP","TOT","USD_CAP","A","2019",49912.445553,
"USA","GDP","TOT","USD_CAP","A","1970",5233.352349,
"USA","GDP","TOT","USD_CAP","A","1971",5608.545346,
"USA","GDP","TOT","USD_CAP","A","1972",6093.20516,
"USA","GDP","TOT","USD_CAP","A","1973",6725.406839,
"USA","GDP","TOT","USD_CAP","A","1974",7224.204995,
"USA","GDP","TOT","USD_CAP","A","1975",7801.167695,
"USA","GDP","TOT","USD_CAP","A","1976",8590.244216,
"USA","GDP","TOT","USD_CAP","A","1977",9450.431025,
"USA","GDP","TOT","USD_CAP","A","1978",10562.860184,
"USA","GDP","TOT","USD_CAP","A","1979",11671.541407,
"USA","GDP","TOT","USD_CAP","A","1980",12547.12681,
"USA","GDP","TOT","USD_CAP","A","1981",13943.17589,
"USA","GDP","TOT","USD_CAP","A","1982",14399.353194,
"USA","GDP","TOT","USD_CAP","A","1983",15508.007835,
"USA","GDP","TOT","USD_CAP","A","1984",17080.014721,
"USA","GDP","TOT","USD_CAP","A","1985",18192.326398,
"USA","GDP","TOT","USD_CAP","A","1986",19027.646323,
"USA","GDP","TOT","USD_CAP","A","1987",19993.226076,
"USA","GDP","TOT","USD_CAP","A","1988",21367.896156,
"USA","GDP","TOT","USD_CAP","A","1989",22804.674457,
"USA","GDP","TOT","USD_CAP","A","1990",23835.319229,
"USA","GDP","TOT","USD_CAP","A","1991",24289.547588,
"USA","GDP","TOT","USD_CAP","A","1992",25378.624641,
"USA","GDP","TOT","USD_CAP","A","1993",26350.492927,
"USA","GDP","TOT","USD_CAP","A","1994",27660.268357,
"USA","GDP","TOT","USD_CAP","A","1995",28657.512716,
"USA","GDP","TOT","USD_CAP","A","1996",29932.157767,
"USA","GDP","TOT","USD_CAP","A","1997",31424.438925,
"USA","GDP","TOT","USD_CAP","A","1998",32817.981996,
"USA","GDP","TOT","USD_CAP","A","1999",34477.972133,
"USA","GDP","TOT","USD_CAP","A","2000",36304.602016,
"USA","GDP","TOT","USD_CAP","A","2001",37099.910597,
"USA","GDP","TOT","USD_CAP","A","2002",37979.607925,
"USA","GDP","TOT","USD_CAP","A","2003",39426.087136,
"USA","GDP","TOT","USD_CAP","A","2004",41647.843907,
"USA","GDP","TOT","USD_CAP","A","2005",44043.734142,
"USA","GDP","TOT","USD_CAP","A","2006",46230.846201,
"USA","GDP","TOT","USD_CAP","A","2007",47902.060352,
"USA","GDP","TOT","USD_CAP","A","2008",48311.223702,
"USA","GDP","TOT","USD_CAP","A","2009",47028.160396,
"USA","GDP","TOT","USD_CAP","A","2010",48395.803473,
"USA","GDP","TOT","USD_CAP","A","2011",49810.699509,
"USA","GDP","TOT","USD_CAP","A","2012",51540.968322,
"USA","GDP","TOT","USD_CAP","A","2013",53045.945117,
"USA","GDP","TOT","USD_CAP","A","2014",54993.169489,
"USA","GDP","TOT","USD_CAP","A","2015",56812.535433,
"USA","GDP","TOT","USD_CAP","A","2016",57977.387518,
"USA","GDP","TOT","USD_CAP","A","2017",60056.482591,
"USA","GDP","TOT","USD_CAP","A","2018",62949.281692,
"USA","GDP","TOT","USD_CAP","A","2019",65143.415518,"E"
"CHL","GDP","TOT","USD_CAP","A","1986",3378.139636,"E"
"CHL","GDP","TOT","USD_CAP","A","1987",3626.540463,"E"
"CHL","GDP","TOT","USD_CAP","A","1988",3960.913535,"E"
"CHL","GDP","TOT","USD_CAP","A","1989",4475.284843,"E"
"CHL","GDP","TOT","USD_CAP","A","1990",4735.818541,"E"
"CHL","GDP","TOT","USD_CAP","A","1991",5190.382613,"E"
"CHL","GDP","TOT","USD_CAP","A","1992",5854.3742,"E"
"CHL","GDP","TOT","USD_CAP","A","1993",6299.643801,"E"
"CHL","GDP","TOT","USD_CAP","A","1994",6684.533913,"E"
"CHL","GDP","TOT","USD_CAP","A","1995",7422.424725,"E"
"CHL","GDP","TOT","USD_CAP","A","1996",8007.106332,
"CHL","GDP","TOT","USD_CAP","A","1997",8631.577192,
"CHL","GDP","TOT","USD_CAP","A","1998",8984.419434,
"CHL","GDP","TOT","USD_CAP","A","1999",8956.789394,
"CHL","GDP","TOT","USD_CAP","A","2000",9519.174434,
"CHL","GDP","TOT","USD_CAP","A","2001",9937.064619,
"CHL","GDP","TOT","USD_CAP","A","2002",10292.91805,
"CHL","GDP","TOT","USD_CAP","A","2003",10793.770959,
"CHL","GDP","TOT","USD_CAP","A","2004",11757.51176,
"CHL","GDP","TOT","USD_CAP","A","2005",12667.853587,
"CHL","GDP","TOT","USD_CAP","A","2006",15685.218973,
"CHL","GDP","TOT","USD_CAP","A","2007",16872.268785,
"CHL","GDP","TOT","USD_CAP","A","2008",16447.33384,
"CHL","GDP","TOT","USD_CAP","A","2009",16119.89398,
"CHL","GDP","TOT","USD_CAP","A","2010",18129.087986,
"CHL","GDP","TOT","USD_CAP","A","2011",20302.78871,
"CHL","GDP","TOT","USD_CAP","A","2012",21446.537619,
"CHL","GDP","TOT","USD_CAP","A","2013",22352.530726,
"CHL","GDP","TOT","USD_CAP","A","2014",22687.933017,
"CHL","GDP","TOT","USD_CAP","A","2015",22603.768381,
"CHL","GDP","TOT","USD_CAP","A","2016",23349.677001,
"CHL","GDP","TOT","USD_CAP","A","2017",24479.277257,
"CHL","GDP","TOT","USD_CAP","A","2018",25456.709845,
"CHL","GDP","TOT","USD_CAP","A","2019",26879.861939,
"CHN","GDP","TOT","USD_CAP","A","1970",102.947639,
"CHN","GDP","TOT","USD_CAP","A","1971",112.779789,
"CHN","GDP","TOT","USD_CAP","A","1972",119.427375,
"CHN","GDP","TOT","USD_CAP","A","1973",132.668593,
"CHN","GDP","TOT","USD_CAP","A","1974",145.300179,
"CHN","GDP","TOT","USD_CAP","A","1975",169.662804,
"CHN","GDP","TOT","USD_CAP","A","1976",173.768556,
"CHN","GDP","TOT","USD_CAP","A","1977",195.920075,
"CHN","GDP","TOT","USD_CAP","A","1978",231.033361,
"CHN","GDP","TOT","USD_CAP","A","1979",265.657385,
"CHN","GDP","TOT","USD_CAP","A","1980",308.661929,
"CHN","GDP","TOT","USD_CAP","A","1981",350.287848,
"CHN","GDP","TOT","USD_CAP","A","1982",399.162311,
"CHN","GDP","TOT","USD_CAP","A","1983",453.425806,
"CHN","GDP","TOT","USD_CAP","A","1984",534.161529,
"CHN","GDP","TOT","USD_CAP","A","1985",616.242094,
"CHN","GDP","TOT","USD_CAP","A","1986",674.360382,
"CHN","GDP","TOT","USD_CAP","A","1987",758.937825,
"CHN","GDP","TOT","USD_CAP","A","1988",860.294365,
"CHN","GDP","TOT","USD_CAP","A","1989",917.762612,
"CHN","GDP","TOT","USD_CAP","A","1990",975.503216,
"CHN","GDP","TOT","USD_CAP","A","1991",1087.728205,
"CHN","GDP","TOT","USD_CAP","A","1992",1256.147371,
"CHN","GDP","TOT","USD_CAP","A","1993",1447.809875,
"CHN","GDP","TOT","USD_CAP","A","1994",1652.916985,
"CHN","GDP","TOT","USD_CAP","A","1995",1852.781899,
"CHN","GDP","TOT","USD_CAP","A","1996",2052.428714,
"CHN","GDP","TOT","USD_CAP","A","1997",2257.847343,
"CHN","GDP","TOT","USD_CAP","A","1998",2440.003049,
"CHN","GDP","TOT","USD_CAP","A","1999",2643.161035,
"CHN","GDP","TOT","USD_CAP","A","2000",2909.533494,
"CHN","GDP","TOT","USD_CAP","A","2001",3198.891771,
"CHN","GDP","TOT","USD_CAP","A","2002",3523.483224,
"CHN","GDP","TOT","USD_CAP","A","2003",3925.520688,
"CHN","GDP","TOT","USD_CAP","A","2004",4412.919867,
"CHN","GDP","TOT","USD_CAP","A","2005",5039.10345,
"CHN","GDP","TOT","USD_CAP","A","2006",5821.210961,
"CHN","GDP","TOT","USD_CAP","A","2007",6793.052193,
"CHN","GDP","TOT","USD_CAP","A","2008",7555.032225,
"CHN","GDP","TOT","USD_CAP","A","2009",8287.678054,
"CHN","GDP","TOT","USD_CAP","A","2010",9231.648126,
"CHN","GDP","TOT","USD_CAP","A","2011",10275.255685,
"CHN","GDP","TOT","USD_CAP","A","2012",11169.935527,
"CHN","GDP","TOT","USD_CAP","A","2013",11894.484186,
"CHN","GDP","TOT","USD_CAP","A","2014",12517.200433,
"CHN","GDP","TOT","USD_CAP","A","2015",12946.666743,
"CHN","GDP","TOT","USD_CAP","A","2016",13532.915183,
"CHN","GDP","TOT","USD_CAP","A","2017",14306.396116,
"COL","GDP","TOT","USD_CAP","A","1985",2946.479628,"E"
"COL","GDP","TOT","USD_CAP","A","1986",3114.74057,"E"
"COL","GDP","TOT","USD_CAP","A","1987",3301.632913,"E"
"COL","GDP","TOT","USD_CAP","A","1988",3499.371851,"E"
"COL","GDP","TOT","USD_CAP","A","1989",3689.148781,"E"
"COL","GDP","TOT","USD_CAP","A","1990",5011.602774,"E"
"COL","GDP","TOT","USD_CAP","A","1991",5218.480747,"E"
"COL","GDP","TOT","USD_CAP","A","1992",5459.953416,"E"
"COL","GDP","TOT","USD_CAP","A","1993",5797.41332,"E"
"COL","GDP","TOT","USD_CAP","A","1994",6143.513423,"E"
"COL","GDP","TOT","USD_CAP","A","1995",6497.359001,"E"
"COL","GDP","TOT","USD_CAP","A","1996",6616.190845,"E"
"COL","GDP","TOT","USD_CAP","A","1997",6843.236726,"E"
"COL","GDP","TOT","USD_CAP","A","1998",6864.57447,"E"
"COL","GDP","TOT","USD_CAP","A","1999",6511.413672,"E"
"COL","GDP","TOT","USD_CAP","A","2000",6732.309043,"E"
"COL","GDP","TOT","USD_CAP","A","2001",6906.636412,"E"
"COL","GDP","TOT","USD_CAP","A","2002",7101.228084,"E"
"COL","GDP","TOT","USD_CAP","A","2003",7423.561347,"E"
"COL","GDP","TOT","USD_CAP","A","2004",7931.955588,"E"
"COL","GDP","TOT","USD_CAP","A","2005",8460.642032,
"COL","GDP","TOT","USD_CAP","A","2006",9191.872658,
"COL","GDP","TOT","USD_CAP","A","2007",9955.98217,
"COL","GDP","TOT","USD_CAP","A","2008",10360.002195,
"COL","GDP","TOT","USD_CAP","A","2009",10434.848651,
"COL","GDP","TOT","USD_CAP","A","2010",10903.026017,
"COL","GDP","TOT","USD_CAP","A","2011",11766.67163,
"COL","GDP","TOT","USD_CAP","A","2012",12156.276385,
"COL","GDP","TOT","USD_CAP","A","2013",12843.053597,
"COL","GDP","TOT","USD_CAP","A","2014",13411.466056,
"COL","GDP","TOT","USD_CAP","A","2015",13375.914015,
"COL","GDP","TOT","USD_CAP","A","2016",14102.51162,
"COL","GDP","TOT","USD_CAP","A","2017",14529.074384,
"COL","GDP","TOT","USD_CAP","A","2018",15450.976729,"P"
"COL","GDP","TOT","USD_CAP","A","2019",16480.109394,"E"
"EST","GDP","TOT","USD_CAP","A","1993",5725.086519,"E"
"EST","GDP","TOT","USD_CAP","A","1994",5884.861897,"E"
"EST","GDP","TOT","USD_CAP","A","1995",6405.567804,
"EST","GDP","TOT","USD_CAP","A","1996",6820.075318,
"EST","GDP","TOT","USD_CAP","A","1997",7929.592086,
"EST","GDP","TOT","USD_CAP","A","1998",8396.022333,
"EST","GDP","TOT","USD_CAP","A","1999",8486.98644,
"EST","GDP","TOT","USD_CAP","A","2000",9408.746713,
"EST","GDP","TOT","USD_CAP","A","2001",10292.332523,
"EST","GDP","TOT","USD_CAP","A","2002",11635.368438,
"EST","GDP","TOT","USD_CAP","A","2003",13081.093634,
"EST","GDP","TOT","USD_CAP","A","2004",14482.628473,
"EST","GDP","TOT","USD_CAP","A","2005",16574.460822,
"EST","GDP","TOT","USD_CAP","A","2006",19251.861485,
"EST","GDP","TOT","USD_CAP","A","2007",22128.125303,
"EST","GDP","TOT","USD_CAP","A","2008",22807.728472,
"EST","GDP","TOT","USD_CAP","A","2009",20590.604838,
"EST","GDP","TOT","USD_CAP","A","2010",21781.661426,
"EST","GDP","TOT","USD_CAP","A","2011",24735.346663,
"EST","GDP","TOT","USD_CAP","A","2012",26141.083529,
"EST","GDP","TOT","USD_CAP","A","2013",27596.458609,
"EST","GDP","TOT","USD_CAP","A","2014",29107.89112,
"EST","GDP","TOT","USD_CAP","A","2015",29436.42026,
"EST","GDP","TOT","USD_CAP","A","2016",31574.446846,
"EST","GDP","TOT","USD_CAP","A","2017",34010.353709,
"EST","GDP","TOT","USD_CAP","A","2018",37554.962719,
"EST","GDP","TOT","USD_CAP","A","2019",40040.294485,
"IND","GDP","TOT","USD_CAP","A","2004",2738.755667,"E"
"IND","GDP","TOT","USD_CAP","A","2005",2998.992121,"E"
"IND","GDP","TOT","USD_CAP","A","2006",3267.10439,"E"
"IND","GDP","TOT","USD_CAP","A","2007",3591.547682,"E"
"IND","GDP","TOT","USD_CAP","A","2008",3732.94869,"E"
"IND","GDP","TOT","USD_CAP","A","2009",3987.849459,"E"
"IND","GDP","TOT","USD_CAP","A","2010",4295.763887,"E"
"IND","GDP","TOT","USD_CAP","A","2011",4605.230111,
"IND","GDP","TOT","USD_CAP","A","2012",4982.312076,
"IND","GDP","TOT","USD_CAP","A","2013",5177.871752,
"IND","GDP","TOT","USD_CAP","A","2014",5352.029977,
"IND","GDP","TOT","USD_CAP","A","2015",5577.337632,
"IND","GDP","TOT","USD_CAP","A","2016",5901.21084,
"IDN","GDP","TOT","USD_CAP","A","1993",4772.398486,"E"
"IDN","GDP","TOT","USD_CAP","A","1994",5169.582916,"E"
"IDN","GDP","TOT","USD_CAP","A","1995",5633.110153,"E"
"IDN","GDP","TOT","USD_CAP","A","1996",6099.485612,"E"
"IDN","GDP","TOT","USD_CAP","A","1997",6406.73873,"E"
"IDN","GDP","TOT","USD_CAP","A","1998",5550.818261,"E"
"IDN","GDP","TOT","USD_CAP","A","1999",5597.288298,"E"
"IDN","GDP","TOT","USD_CAP","A","2000",5352.28964,"E"
"IDN","GDP","TOT","USD_CAP","A","2001",5584.096234,"E"
"IDN","GDP","TOT","USD_CAP","A","2002",5838.901329,"E"
"IDN","GDP","TOT","USD_CAP","A","2003",6138.338789,"E"
"IDN","GDP","TOT","USD_CAP","A","2004",6521.591489,"E"
"IDN","GDP","TOT","USD_CAP","A","2005",7001.130255,"E"
"IDN","GDP","TOT","USD_CAP","A","2006",7495.84456,"E"
"IDN","GDP","TOT","USD_CAP","A","2007",8063.035321,"E"
"IDN","GDP","TOT","USD_CAP","A","2008",8583.717617,
"IDN","GDP","TOT","USD_CAP","A","2009",8735.401828,
"IDN","GDP","TOT","USD_CAP","A","2010",8623.978571,
"IDN","GDP","TOT","USD_CAP","A","2011",9213.212405,
"IDN","GDP","TOT","USD_CAP","A","2012",9833.689555,
"IDN","GDP","TOT","USD_CAP","A","2013",10188.331849,
"IDN","GDP","TOT","USD_CAP","A","2014",10398.959732,
"IDN","GDP","TOT","USD_CAP","A","2015",10364.397282,
"IDN","GDP","TOT","USD_CAP","A","2016",10610.141435,
"IDN","GDP","TOT","USD_CAP","A","2017",11050.882373,
"ISR","GDP","TOT","USD_CAP","A","1995",19966.219859,
"ISR","GDP","TOT","USD_CAP","A","1996",20830.398369,
"ISR","GDP","TOT","USD_CAP","A","1997",21463.097777,
"ISR","GDP","TOT","USD_CAP","A","1998",22067.09922,
"ISR","GDP","TOT","USD_CAP","A","1999",22591.671271,
"ISR","GDP","TOT","USD_CAP","A","2000",24939.693936,
"ISR","GDP","TOT","USD_CAP","A","2001",24906.775848,
"ISR","GDP","TOT","USD_CAP","A","2002",25204.72917,
"ISR","GDP","TOT","USD_CAP","A","2003",23800.648789,
"ISR","GDP","TOT","USD_CAP","A","2004",25152.86853,
"ISR","GDP","TOT","USD_CAP","A","2005",24743.425441,
"ISR","GDP","TOT","USD_CAP","A","2006",25580.825491,
"ISR","GDP","TOT","USD_CAP","A","2007",27352.814955,
"ISR","GDP","TOT","USD_CAP","A","2008",27304.814799,
"ISR","GDP","TOT","USD_CAP","A","2009",27504.022421,
"ISR","GDP","TOT","USD_CAP","A","2010",28836.15537,
"ISR","GDP","TOT","USD_CAP","A","2011",30497.568631,
"ISR","GDP","TOT","USD_CAP","A","2012",31706.1862,
"ISR","GDP","TOT","USD_CAP","A","2013",34167.038321,
"ISR","GDP","TOT","USD_CAP","A","2014",34282.236043,
"ISR","GDP","TOT","USD_CAP","A","2015",35487.894439,
"ISR","GDP","TOT","USD_CAP","A","2016",37806.427116,
"ISR","GDP","TOT","USD_CAP","A","2017",38974.205487,
"ISR","GDP","TOT","USD_CAP","A","2018",41463.144275,
"ISR","GDP","TOT","USD_CAP","A","2019",42912.029012,
"RUS","GDP","TOT","USD_CAP","A","1995",6022.881532,"E"
"RUS","GDP","TOT","USD_CAP","A","1996",5920.496933,"E"
"RUS","GDP","TOT","USD_CAP","A","1997",6115.87234,"E"
"RUS","GDP","TOT","USD_CAP","A","1998",5863.841604,"E"
"RUS","GDP","TOT","USD_CAP","A","1999",6345.894176,"E"
"RUS","GDP","TOT","USD_CAP","A","2000",7323.44018,"E"
"RUS","GDP","TOT","USD_CAP","A","2001",7898.522928,"E"
"RUS","GDP","TOT","USD_CAP","A","2002",8623.997299,"E"
"RUS","GDP","TOT","USD_CAP","A","2003",9940.232555,"E"
"RUS","GDP","TOT","USD_CAP","A","2004",10984.496611,"E"
"RUS","GDP","TOT","USD_CAP","A","2005",12698.299229,"E"
"RUS","GDP","TOT","USD_CAP","A","2006",16017.124233,"E"
"RUS","GDP","TOT","USD_CAP","A","2007",17881.758587,"E"
"RUS","GDP","TOT","USD_CAP","A","2008",21657.589062,"E"
"RUS","GDP","TOT","USD_CAP","A","2009",20826.597968,"E"
"RUS","GDP","TOT","USD_CAP","A","2010",22008.299275,"E"
"RUS","GDP","TOT","USD_CAP","A","2011",22798.673917,
"RUS","GDP","TOT","USD_CAP","A","2012",24303.491049,
"RUS","GDP","TOT","USD_CAP","A","2013",26073.873547,
"RUS","GDP","TOT","USD_CAP","A","2014",25761.66151,
"RUS","GDP","TOT","USD_CAP","A","2015",24085.312853,
"RUS","GDP","TOT","USD_CAP","A","2016",24128.081806,
"RUS","GDP","TOT","USD_CAP","A","2017",26005.967564,
"RUS","GDP","TOT","USD_CAP","A","2018",29328.01363,
"RUS","GDP","TOT","USD_CAP","A","2019",30205.428951,
"SVN","GDP","TOT","USD_CAP","A","1995",13602.803998,
"SVN","GDP","TOT","USD_CAP","A","1996",14264.321803,
"SVN","GDP","TOT","USD_CAP","A","1997",15274.616662,
"SVN","GDP","TOT","USD_CAP","A","1998",16049.539912,
"SVN","GDP","TOT","USD_CAP","A","1999",17077.485063,
"SVN","GDP","TOT","USD_CAP","A","2000",18004.796667,
"SVN","GDP","TOT","USD_CAP","A","2001",18957.424463,
"SVN","GDP","TOT","USD_CAP","A","2002",20236.432071,
"SVN","GDP","TOT","USD_CAP","A","2003",21084.85741,
"SVN","GDP","TOT","USD_CAP","A","2004",22739.135447,
"SVN","GDP","TOT","USD_CAP","A","2005",23848.602419,
"SVN","GDP","TOT","USD_CAP","A","2006",25673.49132,
"SVN","GDP","TOT","USD_CAP","A","2007",27526.53765,
"SVN","GDP","TOT","USD_CAP","A","2008",29594.665839,"B"
"SVN","GDP","TOT","USD_CAP","A","2009",27531.134559,
"SVN","GDP","TOT","USD_CAP","A","2010",27844.90244,
"SVN","GDP","TOT","USD_CAP","A","2011",28931.423641,
"SVN","GDP","TOT","USD_CAP","A","2012",29048.325999,
"SVN","GDP","TOT","USD_CAP","A","2013",29979.618841,
"SVN","GDP","TOT","USD_CAP","A","2014",30872.72888,
"SVN","GDP","TOT","USD_CAP","A","2015",31631.838376,
"SVN","GDP","TOT","USD_CAP","A","2016",33942.76789,
"SVN","GDP","TOT","USD_CAP","A","2017",36632.304883,
"SVN","GDP","TOT","USD_CAP","A","2018",40181.328064,
"SVN","GDP","TOT","USD_CAP","A","2019",42409.479796,
"ZAF","GDP","TOT","USD_CAP","A","1985",5770.555137,
"ZAF","GDP","TOT","USD_CAP","A","1986",5753.699261,
"ZAF","GDP","TOT","USD_CAP","A","1987",5884.63713,
"ZAF","GDP","TOT","USD_CAP","A","1988",6207.398562,
"ZAF","GDP","TOT","USD_CAP","A","1989",6460.748356,
"ZAF","GDP","TOT","USD_CAP","A","1990",6537.133534,
"ZAF","GDP","TOT","USD_CAP","A","1991",6545.666776,
"ZAF","GDP","TOT","USD_CAP","A","1992",6411.898523,
"ZAF","GDP","TOT","USD_CAP","A","1993",6504.259602,
"ZAF","GDP","TOT","USD_CAP","A","1994",6712.740265,
"ZAF","GDP","TOT","USD_CAP","A","1995",6921.633389,
"ZAF","GDP","TOT","USD_CAP","A","1996",7205.886453,
"ZAF","GDP","TOT","USD_CAP","A","1997",7375.302769,
"ZAF","GDP","TOT","USD_CAP","A","1998",7356.509138,
"ZAF","GDP","TOT","USD_CAP","A","1999",7507.305111,
"ZAF","GDP","TOT","USD_CAP","A","2000",7865.304698,
"ZAF","GDP","TOT","USD_CAP","A","2001",8123.724947,
"ZAF","GDP","TOT","USD_CAP","A","2002",8352.399734,
"ZAF","GDP","TOT","USD_CAP","A","2003",8656.655166,
"ZAF","GDP","TOT","USD_CAP","A","2004",9183.875946,
"ZAF","GDP","TOT","USD_CAP","A","2005",9847.957943,
"ZAF","GDP","TOT","USD_CAP","A","2006",10580.512387,
"ZAF","GDP","TOT","USD_CAP","A","2007",11300.497099,
"ZAF","GDP","TOT","USD_CAP","A","2008",11732.029766,
"ZAF","GDP","TOT","USD_CAP","A","2009",11483.44306,
"ZAF","GDP","TOT","USD_CAP","A","2010",11806.055909,
"ZAF","GDP","TOT","USD_CAP","A","2011",12227.241685,
"ZAF","GDP","TOT","USD_CAP","A","2012",12174.458197,
"ZAF","GDP","TOT","USD_CAP","A","2013",12587.617396,
"ZAF","GDP","TOT","USD_CAP","A","2014",12667.868135,
"ZAF","GDP","TOT","USD_CAP","A","2015",12698.124385,
"ZAF","GDP","TOT","USD_CAP","A","2016",12724.643279,
"ZAF","GDP","TOT","USD_CAP","A","2017",12810.965544,
"DEW","GDP","TOT","USD_CAP","A","1970",4562.672226,
"DEW","GDP","TOT","USD_CAP","A","1971",4892.259126,
"DEW","GDP","TOT","USD_CAP","A","1972",5291.97128,
"DEW","GDP","TOT","USD_CAP","A","1973",5817.915555,
"DEW","GDP","TOT","USD_CAP","A","1974",6389.028716,
"DEW","GDP","TOT","USD_CAP","A","1975",6945.497442,
"DEW","GDP","TOT","USD_CAP","A","1976",7726.674065,
"DEW","GDP","TOT","USD_CAP","A","1977",8498.827583,
"DEW","GDP","TOT","USD_CAP","A","1978",9380.302036,
"DEW","GDP","TOT","USD_CAP","A","1979",10570.387816,
"DEW","GDP","TOT","USD_CAP","A","1980",11646.911416,
"DEW","GDP","TOT","USD_CAP","A","1981",12777.360948,
"DEW","GDP","TOT","USD_CAP","A","1982",13526.331536,
"DEW","GDP","TOT","USD_CAP","A","1983",14331.256216,
"DEW","GDP","TOT","USD_CAP","A","1984",15320.737463,
"DEW","GDP","TOT","USD_CAP","A","1985",16218.806613,
"DEW","GDP","TOT","USD_CAP","A","1986",16912.75262,
"DEW","GDP","TOT","USD_CAP","A","1987",17584.464408,
"DEW","GDP","TOT","USD_CAP","A","1988",18760.250422,
"DEW","GDP","TOT","USD_CAP","A","1989",20049.145093,
"DEW","GDP","TOT","USD_CAP","A","1990",21471.478051,
"DEW","GDP","TOT","USD_CAP","A","1991",23020.520005,
"EU28","GDP","TOT","USD_CAP","A","1995",18083.242078,
"EU28","GDP","TOT","USD_CAP","A","1996",18767.100937,
"EU28","GDP","TOT","USD_CAP","A","1997",19581.129247,
"EU28","GDP","TOT","USD_CAP","A","1998",20460.848212,
"EU28","GDP","TOT","USD_CAP","A","1999",21243.922226,
"EU28","GDP","TOT","USD_CAP","A","2000",22657.664697,
"EU28","GDP","TOT","USD_CAP","A","2001",23771.822602,
"EU28","GDP","TOT","USD_CAP","A","2002",24824.101729,
"EU28","GDP","TOT","USD_CAP","A","2003",25407.226897,
"EU28","GDP","TOT","USD_CAP","A","2004",26637.525064,
"EU28","GDP","TOT","USD_CAP","A","2005",27571.446545,
"EU28","GDP","TOT","USD_CAP","A","2006",29829.01938,
"EU28","GDP","TOT","USD_CAP","A","2007",31608.426964,
"EU28","GDP","TOT","USD_CAP","A","2008",33058.66245,
"EU28","GDP","TOT","USD_CAP","A","2009",32269.336342,
"EU28","GDP","TOT","USD_CAP","A","2010",33364.1577,
"EU28","GDP","TOT","USD_CAP","A","2011",34740.437319,
"EU28","GDP","TOT","USD_CAP","A","2012",35282.913421,
"EU28","GDP","TOT","USD_CAP","A","2013",36530.059265,
"EU28","GDP","TOT","USD_CAP","A","2014",37595.626369,
"EU28","GDP","TOT","USD_CAP","A","2015",38758.925733,
"EU28","GDP","TOT","USD_CAP","A","2016",41013.129497,
"EU28","GDP","TOT","USD_CAP","A","2017",43175.227999,
"EU28","GDP","TOT","USD_CAP","A","2018",46339.190304,
"EU28","GDP","TOT","USD_CAP","A","2019",48060.110103,
"OECD","GDP","TOT","USD_CAP","A","1970",3498.642916,"E"
"OECD","GDP","TOT","USD_CAP","A","1971",3767.928766,"E"
"OECD","GDP","TOT","USD_CAP","A","1972",4099.760925,"E"
"OECD","GDP","TOT","USD_CAP","A","1973",4538.823665,"E"
"OECD","GDP","TOT","USD_CAP","A","1974",4949.307737,"E"
"OECD","GDP","TOT","USD_CAP","A","1975",5375.613903,"E"
"OECD","GDP","TOT","USD_CAP","A","1976",5893.4113,"E"
"OECD","GDP","TOT","USD_CAP","A","1977",6428.279128,"E"
"OECD","GDP","TOT","USD_CAP","A","1978",7121.963967,"E"
"OECD","GDP","TOT","USD_CAP","A","1979",7937.666255,"E"
"OECD","GDP","TOT","USD_CAP","A","1980",8679.456933,"E"
"OECD","GDP","TOT","USD_CAP","A","1981",9631.163071,"E"
"OECD","GDP","TOT","USD_CAP","A","1982",10152.182979,"E"
"OECD","GDP","TOT","USD_CAP","A","1983",10776.552368,"E"
"OECD","GDP","TOT","USD_CAP","A","1984",11607.362111,"E"
"OECD","GDP","TOT","USD_CAP","A","1985",12326.55732,"E"
"OECD","GDP","TOT","USD_CAP","A","1986",12850.910621,"E"
"OECD","GDP","TOT","USD_CAP","A","1987",13555.393439,"E"
"OECD","GDP","TOT","USD_CAP","A","1988",14558.601154,"E"
"OECD","GDP","TOT","USD_CAP","A","1989",15569.20935,"E"
"OECD","GDP","TOT","USD_CAP","A","1990",16498.253785,"E"
"OECD","GDP","TOT","USD_CAP","A","1991",17152.883974,"E"
"OECD","GDP","TOT","USD_CAP","A","1992",17786.343231,"E"
"OECD","GDP","TOT","USD_CAP","A","1993",18316.957905,"E"
"OECD","GDP","TOT","USD_CAP","A","1994",19130.263049,"E"
"OECD","GDP","TOT","USD_CAP","A","1995",19882.479323,"E"
"OECD","GDP","TOT","USD_CAP","A","1996",20759.771026,"E"
"OECD","GDP","TOT","USD_CAP","A","1997",21732.725212,"E"
"OECD","GDP","TOT","USD_CAP","A","1998",22329.384514,"E"
"OECD","GDP","TOT","USD_CAP","A","1999",23211.170308,"E"
"OECD","GDP","TOT","USD_CAP","A","2000",24643.109277,"E"
"OECD","GDP","TOT","USD_CAP","A","2001",25417.764431,"E"
"OECD","GDP","TOT","USD_CAP","A","2002",26217.748959,"E"
"OECD","GDP","TOT","USD_CAP","A","2003",26990.145019,"E"
"OECD","GDP","TOT","USD_CAP","A","2004",28430.019328,"E"
"OECD","GDP","TOT","USD_CAP","A","2005",29790.68087,
"OECD","GDP","TOT","USD_CAP","A","2006",31770.837559,
"OECD","GDP","TOT","USD_CAP","A","2007",33307.02601,
"OECD","GDP","TOT","USD_CAP","A","2008",34161.3174,"B"
"OECD","GDP","TOT","USD_CAP","A","2009",33250.608741,
"OECD","GDP","TOT","USD_CAP","A","2010",34537.980099,"B"
